country,description,designation,points,price,province,region,title,variety,winery
Spain,"Solid up front, with sweet and spicy aromas of plum, vanilla and candied berry. Feels full and good, with weight and thickness boosting up toasty, woody berry flavors. Dries out on the finish, leaving spice and a resiny taste. Drink now through 2014.",Vendimia Seleccionada Reserva,88,20.0,Northern Spain,Rioja,Bodegas Muriel 2005 Vendimia Seleccionada Reserva  (Rioja),Tempranillo,Bodegas Muriel
Spain,"Muscular plum and black cherry aromas come with citrus peel and herbal notes. The mouthfeel is stout and healthy, with chewy tannins and lightly baked flavors of sweet blackberry darkened by pepper. Jammy and ripe overall; good Toro for under $20.",Dehesa Gago,88,18.0,Northern Spain,Toro,Telmo Rodríguez 2009 Dehesa Gago  (Toro),Tinta de Toro,Telmo Rodríguez
Spain,"Another stellar El Puntido, this time with excellent concentration and full-load aromas of black fruit, leather, fine dried cheese and cola. The palate is tight, properly stretched and racy, with bursting black raspberry and cassis flavors. Coconut and resin on the finish is the first and only glaring announcement of oak. Drink now through 2014.",El Puntido,93,62.0,Northern Spain,Rioja,Viñedos de Paganos 2006 El Puntido  (Rioja),Tempranillo,Viñedos de Paganos
Spain,"Pointed red-fruit aromas of currant and plum are light but direct. This feels fresh, with mild raspberry flavors and not a whole lot else. On the finish, mellow notes of vanilla and red plum are supported by not overly aggressive tannins. Drink this fresh Garnacha through 2015.",,89,27.0,Northern Spain,Rioja,Fernández Gómez 2010  Rioja,Garnacha,Fernández Gómez
Spain,"This is a serious Cava for the money. It's mildly briny and dusty up front, with peach and apple notes filling out the nose. The palate is elegant and smooth enough, while apple and melon flavors are naturally spicy and ripe given the warm conditions of the '09 vintage. The long, nectarine-flavored finish will win you over.",Vintage Reserva,89,14.0,Catalonia,Cava,Freixenet 2009 Vintage Reserva Sparkling (Cava),Sparkling Blend,Freixenet
Spain,"Apple and pear aromas are dusty and leesy. This varietal white Grenache feels linear, with no up or down to the mouthfeel. Flavors of citrus fruits and mango finish lean, crisp and minerally, with lemony acidity.",Gotes,86,23.0,Catalonia,Priorat,Portal del Priorat 2014 Gotes Grenache Blanc (Priorat),Grenache Blanc,Portal del Priorat
Spain,"Aromas of prune, raisin, tomato leaf and rose petals lead to a somewhat heavy palate with a stewy character and big tannins. Baked, raisiny red-fruit flavors come with a note of caramel or molasses, while desiccated berry flavors dominate the finish.",Raiza Reserva,86,15.0,Northern Spain,Rioja,Vicente Gandia 2012 Raiza Reserva  (Rioja),Tempranillo,Vicente Gandia
Spain,"Stalky aromas of shrubs and bushes blend with scents of dried cherry and currant. A hard-smacking, tannic palate delivers basic berry and plum flavors that finish with a riper note of prune along with parching dryness.",Xibrana Crianza,86,15.0,Catalonia,Priorat,Vicente Gandia 2013 Xibrana Crianza Red (Priorat),Red Blend,Vicente Gandia
Spain,"Round, creamy apple aromas open things up. This is melony and soft in feel, with flavors of cider, lemon and lychee. A tropical-leaning finish is solid but suggestive of a wine in decline. Drink immediately.",Andión,86,16.0,Galicia,Rías Baixas,Bodegas Núñez 2014 Andión Albariño (Rías Baixas),Albariño,Bodegas Núñez
Spain,"Dry apple and crisp citrus aromas come with a touch of sweet grass. It has lively lemon-lime and apple flavors, and it seems to have beeen dosed on the sweeter side of extra dry. Overall, it's fruity, friendly and likable.",Extra Dry,86,10.0,Catalonia,Cava,Segura Viudas NV Extra Dry Sparkling (Cava),Sparkling Blend,Segura Viudas
Spain,"This starts with funky, saucy aromas that clean up and become less strange with airing. Rugged, tannic and bumpy on the palate, it has baked, rubbery black-fruit flavors. It finishes short and drying, with hard tannins and heat.",Eternum Viti,86,22.0,Northern Spain,Toro,Bodegas Abanico 2009 Eternum Viti  (Toro),Tinta de Toro,Bodegas Abanico
Spain,"This smells yeasty and peachy, with a maderized quality to the bouquet. It tastes cidery and citrusy, with a light body and not much in the way of bubbles or vitality. The flavors of apple, lemon and peach are fair and fleshy. Tastes pithy on the finish.",Añ Vino Espumoso de Calidad Brut Nature,86,35.0,Northern Spain,Rueda,Bodegas Antaño NV Añ Vino Espumoso de Calidad Brut Nature Verdejo (Rueda),Verdejo,Bodegas Antaño
Spain,"Apple and dry spice aromas comprise the restrained but pleasant bouquet. It feels good, healthy and dry as a bone, with briney white-fruit flavors. It tastes mildly pickled on the finish, but it shows good feel and balance.",Mercat Brut Nature,86,15.0,Catalonia,Cava,El Xamfrà NV Mercat Brut Nature Sparkling (Cava),Sparkling Blend,El Xamfrà
Spain,"This rusty-colored Rioja shows funky aromas of leather mixed with hints of rose petal. A good mouthfeel with smooth tannins is suggestive of aged Burgundy or Merenzao (Trousseau), while rooty, earthy flavors of leaves and tea are interesting. Drink now.",Reserva Especial,88,45.0,Northern Spain,Rioja,Urbina 2001 Reserva Especial  (Rioja),Tempranillo Blend,Urbina
Spain,"Bright cherry aromas are youthful and draw you in. In the mouth, this young RDD is clampy and fresh. Plum, wild berry and salty notes define the flavor profile, while the finish is full in feel and reflective of a well-made Tinto Fino.",,88,20.0,Northern Spain,Ribera del Duero,Convento de Las Claras 2012  Ribera del Duero,Tinto Fino,Convento de Las Claras
Spain,"This feels mildly citric, with limited portions of lemon, apple and peach making up the flavor profile. Mild on the finish.",Spring in a Bottle,86,22.0,Northern Spain,Rueda,Verderol 2011 Spring in a Bottle Verdejo (Rueda),Verdejo,Verderol
Spain,"Oak-heavy aromas of vanilla, wood smoke and buttered toast vie with berry and plum scents. A fresh yet oaky palate feels full and resiny, with flavors of buttery oak, cherry and plum that follow the nose. Persistent oak on a full-force finish indicates that this has years left in it. Drink through 2023.",Crianza,91,33.0,Northern Spain,Ribera del Duero,Valduero 2012 Crianza  (Ribera del Duero),Tempranillo,Valduero
Spain,"Complete and inviting aromas of plum and raisin make a positive statement without shouting. This feels stout, dense and layered, while a flavor combination of blackberry, black currant, herbs de Provence and dark chocolate finishes earthy, lightly baked and moderately complex. Drink through 2021.",Reserva,92,39.0,Northern Spain,Rioja,Viña Olabarri 2011 Reserva  (Rioja),Tempranillo Blend,Viña Olabarri
Spain,"Intense, well-directed aromas are staunch, woody and suggest turpentine before pulling back. A lemony palate is loaded with citric acidity, which creates an electric mouthfeel. Nutty, citric and zesty on the finish, this is a superb artisan fino with a high level of complexity.",Fino Dos Palmas,92,45.0,Andalucia,Jerez,González Byass NV Fino Dos Palmas Sherry (Jerez),Sherry,González Byass
Spain,"Calm aromas of plum, berry fruits and dried spices are composed. This feels solid and ripe, but also energetic. Flavors of chocolaty oak, mocha, baked plum and ripe berry fruits finish with lasting notes of clove and wood spice. Drink through 2022.",Crianza,92,35.0,Northern Spain,Ribera del Duero,Resalte 2010 Crianza  (Ribera del Duero),Tempranillo,Resalte
Spain,"Rubbery but fresh smelling, with sharp acidity that creates big-time juiciness but also an angular feel. Tastes of zippy, tangy red fruits that are crisp and sizzle away. Gets a bit more deep and earthy on the finish.",Coronas,84,13.0,Northern Spain,Rioja,Torres 2007 Coronas  (Rioja),Tempranillo,Torres
Spain,"Sweet and mildly candied on the bouquet, and then it clamps down firmly in the mouth with hard Cabernet tannins and lightly herbal, candied flavors of medicinal black cherry. Decent but not special; finishes sticky and candied.",Rojo Granrojo,84,9.0,Central Spain,Vino de la Tierra de Castilla,Bodegas Navarro López 2009 Rojo Granrojo Tempranillo-Cabernet Sauvignon (Vino de la Tierra de Castilla),Tempranillo-Cabernet Sauvignon,Bodegas Navarro López
Spain,"Fiery and borderline herbaceous aromas are green-leaning, which is surprising considering that 2011 was a warm, dry, highly regarded vintage in Rioja. On the palate, this feels strained, with outsized acidity. Herbal, roasted wild-berry flavors come with a lot of oak and clove, while the finish is fairly tart and herbal.",Mirto,87,70.0,Northern Spain,Rioja,Ramón Bilbao 2011 Mirto  (Rioja),Tempranillo,Ramón Bilbao
Spain,"This Crianza has leathery aromas, a tannic mouthfeel and roasted, spicy red berry flavors. It's dry, oaky and not particularly ripe.",Crianza,87,21.0,Northern Spain,Rioja,Quasar 2014 Crianza  (Rioja),Tempranillo,Quasar
Spain,"This standard Verdejo is light on acidity, which is reflective of a hot year. Its citrus and green herb notes are fresh and prickly while its melon and thyme flavors lose intensity on the slightly bitter finish.",,87,14.0,Northern Spain,Rueda,Beronia 2016 Verdejo (Rueda),Verdejo,Beronia
Spain,"Ripe from the beginning, with big berry aromas matched by sweet molasses and brown sugar aromas. Round, full and jammy in the mouth, with sweet berry flavors and notes of mild spices and vanilla. Long and just a bit oaky on the finish. Nice and approachable; drink now through 2013.",Sela,90,33.0,Northern Spain,Rioja,Bodegas Roda 2009 Sela  (Rioja),Tempranillo Blend,Bodegas Roda
Spain,"Leafy, rooty aromas fold in earthy berry scents and chocolate. Mature on the palate, with baked plum, sweet spice and tobacco flavors. Ripe, long and friendly on the finish, with more than adequate structure and tightness. Contains one-third Mazuelo in addition to Tempranillo, which is a lot by Rioja standards. Drink now.",Seleccion,90,40.0,Northern Spain,Rioja,Darien 2003 Seleccion  (Rioja),Tempranillo Blend,Darien
Spain,"Dusty, sweaty, soapy aromas offer little to no fruit. Flat and chunky on the palate, this rosé of Garnacha tastes like nectarine along with the bitter pit. A melony, peppery tasting finish feels hollow.",,83,9.0,Northern Spain,Campo de Borja,Borsao 2014 Rosé (Campo de Borja),Rosé,Borsao
Spain,"Dense, dark, smoky, oaky aromas come with welcome nuances of licorice and graphite along with bold blackberry scents. This feels flush, layered and strong. Flavors of baking spices, blackberry, chocolate and char finish peppery, toasty, tannic and with plenty of black-fruit power. Drink through 2022.",,92,45.0,Northern Spain,Toro,Vatan 2012  Toro,Tinta de Toro,Vatan
Spain,"Direct and woody on the nose, with aromas of graphite and vanilla, this opens in fine form. A tight, pure palate deftly blends weight, fine acidity and chewy tannins, while the flavor profile is earthy and blackened by charred oak, with blackberry fruit and savory, peppery spice notes. This is meaty, savory and beefy on the finish. Drink through 2021.",Crianza,92,27.0,Northern Spain,Ribera del Duero,Lecco 2011 Crianza  (Ribera del Duero),Tempranillo,Lecco
Spain,"Fully ripe aromas of blackberry, raisin, vanilla and wood grain set up a fleshy, bold palate that's tannic, but not tough or impermeable. Savory oak and ripe berry fruit flavors finish chewy and dense, with moderate complexity. Drink through 2025.",Reserva,92,24.0,Northern Spain,Ribera del Duero,Valdubón 2011 Reserva  (Ribera del Duero),Tempranillo,Valdubón
Spain,"Mature woody aromas of foresty berry, cigar box and vanilla set up a palate that's mature but still fresh. Spicy oaky flavors of cherry and plum come with a hint of chocolate, while this ends with integrated notes of coffee and mocha. Drink through 2025.",Temperado Gran Reserva,92,50.0,Northern Spain,Rioja,Larchago 2007 Temperado Gran Reserva  (Rioja),Tempranillo,Larchago
Spain,"This is a concentrated bruiser from a ripe warm vintage. Aromas of cheesy oak, vanilla, maple and blackberry require as much air as possible. Saturated, heavy and jammy on the palate, this pounds the palate with rugged tannins. Flavors of blackberry, prune and chocolate finish thick, chewy and grabby. This is not about elegance—it's all about power and concentration. Drink through 2025.",Estate Grown 12 Meses en Barrica Made with Organic Grapes,92,33.0,Northern Spain,Ribera del Duero,Dominio Basconcillos 2011 Estate Grown 12 Meses en Barrica Made with Organic Grapes  (Ribera del Duero),Tempranillo,Dominio Basconcillos
Spain,"Woodsy and rich smelling, with sous-bois, ample spice, ripe berry aromas and weight. It shows texture and grip on the palate, followed by baked, smoky flavors of roasted black fruits and toast. Finishes foresty and warm. Appealing in every way. Drink now through 2013.",Reserva,89,28.0,Northern Spain,Rioja,Sierra Cantabria 2006 Reserva  (Rioja),Tempranillo,Sierra Cantabria
Spain,"Reddish in color, this wine smells of wet stones, cherries and fresh-cut grass. A somewhat flat palate is home to candied but generalized red-fruit flavors. It's decidedly sweet on the finish.",Agostón Rosé,85,13.0,Northern Spain,Cariñena,Bodegas Paniza 2015 Agostón Rosé Garnacha-Cabernet (Cariñena),Garnacha-Cabernet,Bodegas Paniza
Spain,"Strawberry and raspberry aromas are mild. This simple blend of Garnacha and Tempranillo feels grabby and rubbery, while salty baked-plum flavors finish with notes of herbs and mint.",,85,10.0,Northern Spain,Cariñena,Bodegas Paniza 2015 Garnacha-Tempranillo (Cariñena),Garnacha-Tempranillo,Bodegas Paniza
Spain,"This salmon-colored wine made from Tempranillo is neutral in aromas, with a touch of creaminess on an otherwise standard palate. Mild peach flavors are slightly bitter. The wine loses freshness and focus the longer it sits.",Solidarity Rosé,85,11.0,Northern Spain,Cariñena,Care 2015 Solidarity Rosé Tempranillo (Cariñena),Tempranillo,Care
Spain,"Peach, melon and apple aromas are more or less what's left on the nose, and the palate also indicates a fine wine in decline. Nobody will tell you that Verdejo has the stuff for long aging, but Pariente remains a wine of refinement and complexity. So catch it now for the last of its melon, green-fruit and pear flavors, which are backed by a lasting but soft finish.",José Pariente Fermentado en Barrica,88,39.0,Northern Spain,Rueda,Dos Victorias 2006 José Pariente Fermentado en Barrica Verdejo (Rueda),Verdejo,Dos Victorias
Spain,"Ripe, lightly spiced black cherry and berry aromas announce a good but basic wine. The palate is a bit tough in feel but it's solidly built. Candied, generic black-fruit flavors end simply, with modest syrupy sweetness.",Rojo Granrojo,84,11.0,Central Spain,Vino de la Tierra de Castilla,Bodegas Navarro López 2011 Rojo Granrojo Garnacha (Vino de la Tierra de Castilla),Garnacha,Bodegas Navarro López
Spain,"From a mediocre vintage, it seems as though the winery poured on the fully toasted oak to cover up marginal fruit. This smells like burnt meat and rubber, tastes charred and baked, and finishes blackened and overly toasty, with a choppy feel and hard tannins.",Altos Lanzaga Gran Viñedo,84,130.0,Northern Spain,Rioja,Telmo Rodríguez 2008 Altos Lanzaga Gran Viñedo  (Rioja),Tempranillo,Telmo Rodríguez
Spain,"This blend of Tempranillo, Merlot, Cabernet Sauvignon and Garnacha is gamy on the nose, with aromas of tomato leaf, compost and cherry-pie filling. The palate is decidedly acidic, while flavors of zesty red fruits like red currant and sour plum come across herbal and a touch weedy.",Raso de Larrainzar,84,24.0,Northern Spain,Navarra,Pago de Larrainzar 2008 Raso de Larrainzar Red (Navarra),Red Blend,Pago de Larrainzar
Spain,"Reduced, foxy berry aromas come with a rubbery note of latex. The palate is full and chunky, with moderate flabby weight. Black-fruit and peppery flavors end in loamy, toasty, jammy fashion, so drink this full-bodied Mencía now.",,88,24.0,Northern Spain,Bierzo,Pittacum 2010 Mencía (Bierzo),Mencía,Pittacum
Spain,"This comes across a bit dilute on the nose, with aromas of green melon and underripe banana. The palate shows good weight, balance and a lightly oily texture. Minerally flavors of nectarine and peach finish solid, with lasting acidity providing support.",,88,22.0,Northern Spain,Bierzo,Abad Dom Bueno 2013 Godello (Bierzo),Godello,Abad Dom Bueno
Spain,"Earthy and perfumed berry aromas get this off to a good start. The palate is chewy and medium in size, with straightforward blackberry flavors backed by a blast of coffee. The finish dries out quickly, leaving a peppery aftertaste.",Old Vines,88,11.0,Northern Spain,Rioja,Carlos Serres 2011 Old Vines  (Rioja),Tempranillo,Carlos Serres
Spain,"Maple, toffee and citrus-peel aromas are appealing. This is a touch soft when it comes to the mouthfeel, while flavors of maple and brown sugar finish with a distinct flavor of sautéed mushroom and white pepper.",Premium Medium Dry Blend of Amontillado,88,16.0,Andalucia,Jerez,Delgado Zuleta NV Premium Medium Dry Blend of Amontillado Sherry (Jerez),Sherry,Delgado Zuleta
Spain,"Earthy berry and cola aromas are clean and ripe. This feels fresh on the tongue, with medium-level weight and power. Flavors run toward cassis and berry but fade quickly, with little to the finish. This is Garnacha with 25% Tempranillo.",Castillo de Fuendejalon Crianza,86,10.0,Northern Spain,Campo de Borja,Bodegas Aragonesas 2009 Castillo de Fuendejalon Crianza Red (Campo de Borja),Red Blend,Bodegas Aragonesas
Spain,"Aromas of briny red fruits, dried cheese and brick dust set up a grabby, raw feeling palate with flavors of roasted berry fruits, cassis, rubber and earth. A standard finish with a touch of heat confirms that this is solid everyday stuff.",Próximo,86,10.0,Northern Spain,Rioja,Marqués de Riscal 2010 Próximo  (Rioja),Tempranillo Blend,Marqués de Riscal
Spain,"Graphite and vanilla aromas are offset by herbal, stemmy notes of hard spice and mint. The palate shows tomatoey acidity and flavors of pie cherry, tart plum, cherry tomato and vanilla. As might be expected given the precedings, the finish is cleansing and high in acid.",Crianza,86,15.0,Northern Spain,Rioja,Viña Bujanda 2010 Crianza  (Rioja),Tempranillo,Viña Bujanda
Spain,"Yeasty bready aromas are more smooth and leesy than fruity. This has a round palate that's full but not creamy due to firm acidity. Melon, peach and vanilla flavors finish yeasty and dry, with moderate complexity. This is made entirely from Pinot Noir.",Titiana Brut Rosé,90,25.0,Catalonia,Cava,Parxet 2012 Titiana Brut Rosé Sparkling (Cava),Sparkling Blend,Parxet
Spain,"Roasted, slightly stalky aromas override the wine's traditional dry fruit and tomato scents. This is tight in the mouth, with grip and firm acidity. Flavors of tomato, herbs, roasted plum and spice finish with lasting herbal notes and a good texture. This contains 20% Graciano along with Tempranillo.",Rioja Bordón Crianza,86,,Northern Spain,Rioja,Bodegas Franco-Españolas 2009 Rioja Bordón Crianza  (Rioja),Tempranillo Blend,Bodegas Franco-Españolas
Spain,"Mild, innocuous aromas of white fruits are pleasant but undefined. This feels round and benefits from acidic lift, while flavors of orange and nectarine finish in a friendly manner. This is mostly Viura with some Verdejo and Sauvignon Blanc.",Blanco,86,10.0,Central Spain,Vino de la Tierra de Castilla,Hedonismo 2012 Blanco White (Vino de la Tierra de Castilla),White Blend,Hedonismo
Spain,"Stalky aromas infiltrate schisty plum and berry scents, while in the mouth this Garnacha-led blend of five grapes is jammy feeling. Stalky, roasted berry flavors are strong, while the finish is stalky tasting and gritty in feel.",,86,20.0,Catalonia,Priorat,Clos Gebrat 2011 Red (Priorat),Red Blend,Clos Gebrat
Spain,"This is black as night, concentrated and shows aromas of asphalt, lemon peel and blackberry. The palate is round and soft, with mellow tannins. The flavor profile is very ripe and focuses on prune and blackberry, while the finish is loamy in feel, with a licorice hint.",Flores de Callejo,86,22.0,Northern Spain,Ribera del Duero,Felix Callejo 2011 Flores de Callejo  (Ribera del Duero),Tempranillo,Felix Callejo
Spain,"Black fruit, clove, char and mocha are the primary aromas on this heavily oaked, saturated Monastrell. The palate shows bullish tannins, bold acids and weight, while dark-leaning flavors of blackberry, stewed plum and mint come with enough acidity to cut through the wine's fat and oak.",Término de Arriba,86,20.0,Levante,Jumilla,Hilanda 2009 Término de Arriba Monastrell (Jumilla),Monastrell,Hilanda
Spain,"Dark and ominous in color, with a grapy, rustic, smoky nose, this Garnacha is high in acid, rubbery and tannic on the palate. Semisour black-plum flavors finish equally tannic and acidic.",Menguante,82,14.0,Northern Spain,Cariñena,Viñedos y Bodegas Pablo 2013 Menguante Garnacha (Cariñena),Garnacha,Viñedos y Bodegas Pablo
Spain,"Rough, stalky, yeasty aromas are all over the map. Lemony acidity renders this tight as a drum, while bitter, stalky flavors finish wheaty and bitter. This Tempranillo Blanco is barely worth a go; the pleasure factor is at base level.",La Bella Fernanda,81,22.0,Northern Spain,Rioja,La Crusset 2011 La Bella Fernanda Tempranillo Blanco (Rioja),Tempranillo Blanco,La Crusset
Spain,"Odd aromas of clove are smoky but mostly come across as weird and forced. This has a lactic, creamy mouthfeel with soft edges. The flavor profile is all wood, and resiny, clove-driven wood at that. A severely sweet, cloying, resiny finish is a lot to deal with.",Fagus Selección Especial,81,21.0,Northern Spain,Campo de Borja,Coto de Hayas 2012 Fagus Selección Especial Garnacha (Campo de Borja),Garnacha,Coto de Hayas
Spain,"Feral, feline, sweaty aromas precede an awkward palate with bitter flavors of weedy berry, citrus fruits and pyrazines. A scallion-like quality drives the finish on this strange, bitter rosé.",Rosa de Arrocal,80,15.0,Northern Spain,Ribera del Duero,Arrocal 2014 Rosa de Arrocal Rosé (Ribera del Duero),Rosé,Arrocal
Spain,"Right away this goes wrong; the nose is smothered with charred, burning oak that smells harsh and like chemicals. A tannic, resiny palate is barely acceptable, as are bitter, burnt, resiny blackberry flavors.",Vendimia Seleccionada,80,17.0,Northern Spain,Ribera del Duero,Sembro 2012 Vendimia Seleccionada  (Ribera del Duero),Tempranillo,Sembro
Spain,"Intensely perfumed, with green herbs, floral, even lychee hints on the nose. The palate shows herb and wet-stone flavors, but also a faint musty note. Very poised in feel, this is commendable for its excellent texture and balance.   Drink now. —M.M.",,85,19.0,Galicia,Rías Baixas,Morgadío 2000 Albariño (Rías Baixas),Albariño,Morgadío
Spain,"Smoky oak and dark cherry fruit with herb accents complement each other well in this medium-weight, even red. Leathery hints add complexity, and this tasty, straightforward Rioja never get harsh or astringent. Drink now–2004. —M.M.",Crianza,85,12.0,Northern Spain,Rioja,El Coto 1998 Crianza  (Rioja),Tempranillo,El Coto
Spain,"Angular and tasty, Montecillo's regular offering  is an appealing, uncomplicated ready-to-drink red. Dried fruit, herb and oak flavors meld nicely in this light-medium weight wine best for drinking now through 2004. Best Buy. —M.M.",Crianza,85,10.0,Northern Spain,Rioja,Montecillo 1998 Crianza  (Rioja),Tempranillo,Montecillo
Spain,"Overtly, overwhelmingly oaky, a shot at the international style, this red from the hot region of Priorat just doesn't go anywhere beyond the wood. From stem to stern, the coconut-toasty oak renders all other elements subservient to an extent that grape and location are rendered irrelevant. —M.M.",Crianza,84,46.0,Catalonia,Priorat,Morlanda 1998 Crianza Red (Priorat),Red Blend,Morlanda
Spain,"From a good vintage like 2009, this modest Tinta de Toro has a lot to offer. It smells slightly rustic but full of fruit. The palate has a tannic but balanced feel, with dark, sweet flavors of cassis and blackberry. It's peppery and lightly herbal on the finish.",Tinta de Toro,89,15.0,Northern Spain,Toro,Cermeño 2009 Tinta de Toro  (Toro),Tinta de Toro,Cermeño
Spain,"This opens with a classic Rioja nose of leather, dried cheese, roast berry and spice. It feels chunky and quite solid, with roasted fruit, tomato and herbal flavors on a deep palate. This is long and a touch warm on the finish, but healthy and ready to drink.",Reserva,89,35.0,Northern Spain,Rioja,Puelles 2004 Reserva  (Rioja),Tempranillo,Puelles
Spain,"Hailing from the very hot 2003 vintage, this wine is baked and full, with mature yet rich aromas. It feels thorough and weighty, with sweet berry flavors that are at their peak along with a chocolate note. This is warm, full and under control on the finish. Drink now.",Gran Reserva,89,45.0,Northern Spain,Rioja,Puelles 2003 Gran Reserva  (Rioja),Tempranillo,Puelles
Spain,"Sweet red fruit aromas have a chemical artificiality to them. The palate is underdeveloped, thin and tastes medicinal. Drying and hollow on the finish.",Selección Crianza,80,14.0,Northern Spain,Cariñena,Campo Marin 2006 Selección Crianza Red (Cariñena),Red Blend,Campo Marin
Spain,Jammy aromas of blackberry and cassis start out gaseous and muddled but find their way with airing. This feels wide and low on zest. Flavors of prune and stewed berry end with toasty oak but also heavy ripe prune and berry flavors. Drink now.,Baltos,88,17.0,Northern Spain,Bierzo,Dominio de Tares 2012 Baltos Mencía (Bierzo),Mencía,Dominio de Tares
Spain,"This has already past its sell-by date. The color is tan and maderized, while the nose is soft and mushy, with raisiny aromas. Like the nose, this is flabby and past its prime in the mouth, with a bland, bitter finish.",Viña Rubican,80,10.0,Northern Spain,Navarra,Bodegas Corellanas 2011 Viña Rubican Rosé (Navarra),Rosé,Bodegas Corellanas
Spain,"This wine is not impressive in any way. It's tannic, abrasive and tastes stalky and weedy. The finish is rough and green, like rocks in the mouth.",,80,30.0,Northern Spain,Ribera del Duero,Convento San Francisco 2008  Ribera del Duero,Red Blend,Convento San Francisco
Spain,"Textbook Verdejo aromas of tangerine, passion fruit and grapefruit are simple and clean. A light, zesty, slightly spritzy palate frames flavors of grapefruit, lemon and orange pith. A mix of tropical and citrus notes drives a snappy but ordinary finish.",,87,13.0,Northern Spain,Rueda,Cyatho 2013 Verdejo (Rueda),Verdejo,Cyatho
Spain,"Awfully bright and forward on the nose, but then tart, sheering and grating on the palate, with acidic raspberry flavors. Scratchy, edgy red wine. Fresh but that's where it ends.",Conde de Valdemar,82,12.0,Northern Spain,Rioja,Bodegas Valdemar 2007 Conde de Valdemar  (Rioja),Garnacha,Bodegas Valdemar
Spain,"Briney and cidery smelling, with a heavy, disjointed, cloying palate. Herbal and grassy on the finish, with a sweet, green aftertaste offset by some bitterness. Verdejo is the grape, and that's not common.",Método Tradicional Brut,82,11.0,Northern Spain,Rueda,Viña Cantosán NV Método Tradicional Brut Sparkling (Rueda),Sparkling Blend,Viña Cantosán
Spain,"Peach, melon and vanilla cookie aromas are mild, simple and a touch mealy. The mouthfeel on this basic Albariño is fleshy and plump, with adequate acidity. Sweet apple and tropical fruit flavors are lasting and stay the course.",Abellio,85,12.0,Galicia,Rías Baixas,Rectoral do Umia 2013 Abellio Albariño (Rías Baixas),Albariño,Rectoral do Umia
Spain,"Cherry, raspberry and candied aromas announce a plump but bland palate with sweet, candied flavors of red fruits. These turn slightly harsh before finishing with good feel and controlled bitterness.",Graciano,85,11.0,Northern Spain,Rioja,Rio Madre 2013 Graciano Rosé (Rioja),Rosé,Rio Madre
Spain,"Vanilla, lees notes and wafer cookie aromas are not terribly fruity or upright. This is chunky on the palate, with an odd spritzy feel. Briny orange is the key flavor, along with an oily nuttiness.The finish is pithy and breaks up.",Cepas Vellas,85,15.0,Galicia,Rías Baixas,Bodegas Carballal 2013 Cepas Vellas Albariño (Rías Baixas),Albariño,Bodegas Carballal
Spain,"Hard-coated cherry aromas are slightly medicinal and candied. A chunky but fairly bright palate delivers cherry, plum and spice flavors along with mild heat on the finish. This is good, standard stuff.",,85,9.0,Central Spain,Vino de la Tierra de Castilla,Hedonismo 2012 Garnacha (Vino de la Tierra de Castilla),Garnacha,Hedonismo
Spain,"Pithy citrus, radiator dust and grassy aromas are basic. A simple, plump palate is showing signs of flattening, while leesy, creamy flavors of pear and melon finish similarly. Drink immediately.",Honoro Vera,85,9.0,Northern Spain,Rueda,Bodegas Ateca 2013 Honoro Vera Verdejo (Rueda),Verdejo,Bodegas Ateca
Spain,"This mature brut nature is smoky and stalky/bitter on the nose. In the mouth, it's lean and acidic, with little body in support of citrus and gritty apple flavors. Bitterness and white-pepper notes rise up on the finish. For razor-sharp Cava, this fits the bill.",Mirgin,88,59.0,Catalonia,Cava,Alta Alella 2010 Mirgin Sparkling (Cava),Sparkling Blend,Alta Alella
Spain,"Cherry, plum and oaky aromas of vanilla work well together on this tight, slightly clampy and acidic Gran Reserva that's still showing youthful tannic pull. Ripe plum and spice flavors hint at raisin, while this finishes with grabby tannic intensity. Drink this through 2022.",Monte Real Gran Reserva,92,37.0,Northern Spain,Rioja,Bodegas Riojanas 2008 Monte Real Gran Reserva  (Rioja),Tempranillo,Bodegas Riojanas
Spain,"Starts out odd and exotic, with blueberry and Middle Eastern spice aromas. Feels condensed and jammy, with full flavors of herbs, boysenberry and plum. Shows freshness along with simplicity, with finishing herbal notes of sage and tarragon. Contains 10% each Merlot and Cabernet.",Miros,86,13.0,Northern Spain,Ribera del Duero,Bodegas Peñafiel 2008 Miros  (Ribera del Duero),Tempranillo Blend,Bodegas Peñafiel
Spain,"Smells full but reduced, with a foxy, candied leaning and aromas of vitamins and minerals. Feels big, bulky, grabby and thick, with baked blackberry and plum flavors. Full on the finish, with some heat.",Reserva,86,18.0,Northern Spain,Rioja,Loriñon 2006 Reserva  (Rioja),Tempranillo,Loriñon
Spain,"Rusty and mature in color, with saucy aromas of tomato, baked plum, herbs and wild brush, this straggling Garnacha-Carignan blend from an excellent year feels full, energetic and loaded to the brim. Flavors of herbal plum, mocha, chocolate and mixed spices finish healthy. Overall, this is showing very well after 15 years. Drink through 2024.",Coranya,93,57.0,Catalonia,Priorat,Sangenís I Vaqué 2001 Coranya Red (Priorat),Garnacha-Cariñena,Sangenís I Vaqué
Spain,"This cool, minty, dark specimen smells deeply of chocolate and blackberry. In the mouth, this is saturated to the max, just like the wine's name implies. Flavors of toast, dark chocolate and black fruits finish with coffee notes and a blast of oaky chocolate. This is delicious but still fierce. Drink from 2018 through 2030.",Máximo,93,115.0,Northern Spain,Ribera del Duero,Arrocal 2010 Máximo  (Ribera del Duero),Tinto Fino,Arrocal
